n_points,Dmin_m2s_min,D50_m2s,D90_m2s,D95_m2s,D100_m2s,D100_m2day,D95_m2day,D90_m2day,D50_m2day,Dmean_m2s,Dstd_m2s,controlling_event_id,controlling_datetime,controlling_t_days,controlling_distance_km,controlling_depth_km,controlling_Dmin_m2s,D50_m2s_boot_median,D50_m2s_boot_ci2p5,D50_m2s_boot_ci97p5,D90_m2s_boot_median,D90_m2s_boot_ci2p5,D90_m2s_boot_ci97p5,D95_m2s_boot_median,D95_m2s_boot_ci2p5,D95_m2s_boot_ci97p5,D100_m2s_boot_median,D100_m2s_boot_ci2p5,D100_m2s_boot_ci97p5
7,0.0409904853314332,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458,12927.408393894837,12720.801527541707,12514.19466118858,7937.543714782323,0.10392725967403109,0.04078220823141911,3267,2024-10-01 08:10:13.590,17.340435069444446,0.9469253104031482,8.516,0.1496227823367458,0.0918697189210917,0.075570358465367,0.141651838418801,0.14484021598597893,0.10867986009942242,0.1496227823367458,0.14723149916136236,0.12431873116832351,0.1496227823367458,0.1496227823367458,0.1399576022372247,0.1496227823367458
