iter,D50_m2s,D90_m2s,D95_m2s,D100_m2s
208,0.0409904853314332,0.14382367427703316,0.14672322830688947,0.1496227823367458
209,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
210,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
211,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
212,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
213,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
214,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
215,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
216,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
217,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
218,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
219,0.0409904853314332,0.1013252559741101,0.12064142910566734,0.1399576022372247
220,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
221,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
222,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
223,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
224,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
225,0.0918697189210917,0.14382367427703316,0.14672322830688947,0.1496227823367458
226,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
227,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
228,0.0918697189210917,0.14382367427703316,0.14672322830688947,0.1496227823367458
229,0.0918697189210917,0.11110487224754492,0.12553123724238477,0.1399576022372247
230,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
231,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
232,0.075570358465367,0.14484021598597893,0.14723149916136236,0.1496227823367458
233,0.0878280320075542,0.14063529670985522,0.1411435675643281,0.141651838418801
234,0.0878280320075542,0.14484021598597893,0.14723149916136236,0.1496227823367458
235,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
236,0.0918697189210917,0.14382367427703316,0.14672322830688947,0.1496227823367458
237,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
238,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
239,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
240,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
241,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
242,0.0878280320075542,0.1399576022372247,0.1399576022372247,0.1399576022372247
243,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
244,0.075570358465367,0.1496227823367458,0.1496227823367458,0.1496227823367458
245,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
246,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
247,0.0918697189210917,0.141651838418801,0.141651838418801,0.141651838418801
248,0.075570358465367,0.0918697189210917,0.0918697189210917,0.0918697189210917
249,0.141651838418801,0.14484021598597893,0.14723149916136236,0.1496227823367458
250,0.0918697189210917,0.14382367427703316,0.14672322830688947,0.1496227823367458
251,0.0878280320075542,0.1399576022372247,0.1399576022372247,0.1399576022372247
252,0.0878280320075542,0.14063529670985522,0.1411435675643281,0.141651838418801
253,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
254,0.1399576022372247,0.14382367427703316,0.14672322830688947,0.1496227823367458
255,0.0878280320075542,0.1399576022372247,0.1399576022372247,0.1399576022372247
256,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
257,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
258,0.141651838418801,0.14484021598597893,0.14723149916136236,0.1496227823367458
259,0.0878280320075542,0.14484021598597893,0.14723149916136236,0.1496227823367458
260,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
261,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
262,0.075570358465367,0.10867986009942242,0.12431873116832351,0.1399576022372247
263,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
264,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
265,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
266,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
267,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
268,0.0878280320075542,0.14382367427703316,0.14672322830688947,0.1496227823367458
269,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
270,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
271,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
272,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
273,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
274,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
275,0.141651838418801,0.141651838418801,0.141651838418801,0.141651838418801
276,0.075570358465367,0.14484021598597893,0.14723149916136236,0.1496227823367458
277,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
278,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
279,0.075570358465367,0.14382367427703316,0.14672322830688947,0.1496227823367458
280,0.141651838418801,0.14484021598597893,0.14723149916136236,0.1496227823367458
281,0.0918697189210917,0.11110487224754492,0.12553123724238477,0.1399576022372247
282,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
283,0.0878280320075542,0.14063529670985522,0.1411435675643281,0.141651838418801
284,0.0918697189210917,0.11497094428735337,0.13229686331204954,0.1496227823367458
285,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
286,0.075570358465367,0.1496227823367458,0.1496227823367458,0.1496227823367458
287,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
288,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
289,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
290,0.0878280320075542,0.141651838418801,0.141651838418801,0.141651838418801
291,0.0878280320075542,0.14484021598597893,0.14723149916136236,0.1496227823367458
292,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
293,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
294,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
295,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
296,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
297,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
298,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
299,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
300,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
301,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
302,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
303,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
304,0.0878280320075542,0.14382367427703316,0.14672322830688947,0.1496227823367458
305,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
306,0.0878280320075542,0.141651838418801,0.141651838418801,0.141651838418801
307,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
308,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
309,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
310,0.075570358465367,0.11110487224754492,0.12553123724238477,0.1399576022372247
311,0.0918697189210917,0.11497094428735337,0.13229686331204954,0.1496227823367458
312,0.0878280320075542,0.14484021598597893,0.14723149916136236,0.1496227823367458
313,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
314,0.1399576022372247,0.14382367427703316,0.14672322830688947,0.1496227823367458
315,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
316,0.0918697189210917,0.11497094428735337,0.13229686331204954,0.1496227823367458
317,0.0878280320075542,0.14063529670985522,0.1411435675643281,0.141651838418801
318,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
319,0.075570358465367,0.10867986009942242,0.12431873116832351,0.1399576022372247
320,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
321,0.0878280320075542,0.14484021598597893,0.14723149916136236,0.1496227823367458
322,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
323,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
324,0.075570358465367,0.11178256672017545,0.12671720256948818,0.141651838418801
325,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
326,0.1399576022372247,0.14382367427703316,0.14672322830688947,0.1496227823367458
327,0.0918697189210917,0.11110487224754492,0.12553123724238477,0.1399576022372247
328,0.1399576022372247,0.14382367427703316,0.14672322830688947,0.1496227823367458
329,0.1496227823367458,0.1496227823367458,0.1496227823367458,0.1496227823367458
330,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
331,0.0409904853314332,0.1496227823367458,0.1496227823367458,0.1496227823367458
332,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
333,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
334,0.141651838418801,0.14484021598597893,0.14723149916136236,0.1496227823367458
335,0.0918697189210917,0.14063529670985522,0.1411435675643281,0.141651838418801
336,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
337,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
338,0.0878280320075542,0.11497094428735337,0.13229686331204954,0.1496227823367458
339,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
340,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
341,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
342,0.0878280320075542,0.1496227823367458,0.1496227823367458,0.1496227823367458
343,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
344,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
345,0.0878280320075542,0.141651838418801,0.141651838418801,0.141651838418801
346,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
347,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
348,0.141651838418801,0.1496227823367458,0.1496227823367458,0.1496227823367458
349,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
350,0.0918697189210917,0.1496227823367458,0.1496227823367458,0.1496227823367458
351,0.0918697189210917,0.141651838418801,0.141651838418801,0.141651838418801
352,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
353,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
354,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
355,0.0878280320075542,0.14382367427703316,0.14672322830688947,0.1496227823367458
356,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
357,0.0878280320075542,0.14382367427703316,0.14672322830688947,0.1496227823367458
358,0.0409904853314332,0.0894447067729692,0.09065721284703045,0.0918697189210917
359,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
360,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
361,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
362,0.075570358465367,0.11497094428735337,0.13229686331204954,0.1496227823367458
363,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
364,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
365,0.1399576022372247,0.1496227823367458,0.1496227823367458,0.1496227823367458
366,0.0878280320075542,0.11110487224754492,0.12553123724238477,0.1399576022372247
367,0.1399576022372247,0.141651838418801,0.141651838418801,0.141651838418801
368,0.0918697189210917,0.1399576022372247,0.1399576022372247,0.1399576022372247
369,0.141651838418801,0.14484021598597893,0.14723149916136236,0.1496227823367458
370,0.1399576022372247,0.14063529670985522,0.1411435675643281,0.141651838418801
371,0.1399576022372247,0.14484021598597893,0.14723149916136236,0.1496227823367458
372,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
373,0.0918697189210917,0.14484021598597893,0.14723149916136236,0.1496227823367458
